stations;Id_bss;code_stations;date;Vigilance;Alerte;Alerte renforcee;Crise
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;29-Janvier;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;30-Janvier;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;31-Janvier;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;01-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;02-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;03-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;04-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;05-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;06-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;07-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;08-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;09-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;10-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;11-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;12-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;13-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;14-Février;107.67;107.54;107.43;107.36
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;15-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;16-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;17-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;18-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;19-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;20-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;21-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;22-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;23-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;24-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;25-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;26-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;27-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;28-Février;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;01-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;02-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;03-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;04-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;05-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;06-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;07-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;08-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;09-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;10-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;11-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;12-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;13-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;14-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;15-Mars;107.9;107.64;107.33;107.3
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;16-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;17-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;18-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;19-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;20-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;21-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;22-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;23-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;24-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;25-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;26-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;27-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;28-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;29-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;30-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;31-Mars;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;01-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;02-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;03-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;04-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;05-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;06-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;07-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;08-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;09-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;10-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;11-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;12-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;13-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;14-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;15-Avril;107.85;107.59;107.28;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;16-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;17-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;18-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;19-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;20-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;21-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;22-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;23-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;24-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;25-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;26-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;27-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;28-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;29-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;30-Avril;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;01-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;02-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;03-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;04-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;05-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;06-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;07-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;08-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;09-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;10-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;11-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;12-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;13-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;14-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;15-Mai;107.78;107.49;107.34;107.27
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;16-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;17-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;18-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;19-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;20-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;21-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;22-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;23-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;24-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;25-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;26-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;27-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;28-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;29-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;30-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;31-Mai;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;01-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;02-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;03-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;04-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;05-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;06-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;07-Juin;107.6;107.55;107.46;107.62
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;08-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;09-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;10-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;11-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;12-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;13-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;14-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;15-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;16-Juin;107.75;107.54;107.5;107.44
"Nappe alluviale de L'AYGUES (SAINTE CECILE LES VIGNES) 
EARL DELHOME JM et B";OUGC84-1754;OUGC84-1754;17-Juin;107.75;107.54;107.5;107.44
